 00Z 01 08 2017 
 12Z 01 08 2017, 0.00, 18.25
 21Z 01 08 2017, 0.00, 21.22
 00Z 02 08 2017 
 12Z 02 08 2017, 184.67, 25.27
 00Z 03 08 2017, 0.00, 24.54
 12Z 08 08 2017, 0.94, 20.05
 21Z 08 08 2017, 0.00, 15.69
 12Z 09 08 2017, 56.97, 17.90
 00Z 10 08 2017, 0.95, 22.01
 12Z 10 08 2017, 39.92, 21.81
 00Z 11 08 2017, 12.92, 23.20
 12Z 11 08 2017, 20.19, 20.16
 12Z 12 08 2017, 29.19, 20.40
 00Z 13 08 2017, 8.65, 21.51
 12Z 13 08 2017, 17.15, 20.30
 00Z 14 08 2017, 0.00, 18.12
 12Z 14 08 2017, 29.46, 18.61
 00Z 15 08 2017, 0.00, 19.03
 12Z 15 08 2017, 20.06, 22.37
 00Z 16 08 2017, 0.00, 17.76
 12Z 16 08 2017, 107.41, 20.12
 00Z 17 08 2017, 0.00, 15.00
 12Z 17 08 2017, 0.00, 19.17
 00Z 18 08 2017, 0.00, 16.14
 12Z 18 08 2017, 37.08, 22.14
 00Z 19 08 2017, 0.00, 20.62
 12Z 19 08 2017, 13.15, 29.11
 00Z 20 08 2017, 0.00, 26.44
 12Z 20 08 2017, 11.41, 28.08
 21Z 20 08 2017, 0.00, 26.25
 00Z 21 08 2017 
 12Z 21 08 2017, 126.29, 26.07
 00Z 22 08 2017, 17.14, 28.78
 12Z 22 08 2017, 415.70, 30.07
 00Z 23 08 2017, 6.86, 26.63
 21Z 23 08 2017, 0.00, 27.81
 12Z 24 08 2017, 133.67, 29.57
 21Z 24 08 2017, 0.32, 28.08
 12Z 25 08 2017, 123.45, 22.81
 00Z 26 08 2017, 9.14, 26.84
 12Z 26 08 2017, 102.82, 24.46
 00Z 27 08 2017, 0.00, 25.78
 12Z 27 08 2017, 81.56, 23.73
 00Z 28 08 2017, 0.00, 19.83
 12Z 28 08 2017, 0.00, 18.97
 00Z 29 08 2017, 0.00, 21.33
 12Z 29 08 2017, 4.40, 18.40
 00Z 30 08 2017, 0.00, 16.63
 12Z 30 08 2017, 0.00, 17.55
 00Z 31 08 2017, 0.00, 16.25
 12Z 31 08 2017, 0.00, 17.59
 00Z 01 09 2017, 0.00, 16.68
 12Z 01 09 2017, 0.00, 18.29
 00Z 02 09 2017, 0.00, 17.63
 12Z 02 09 2017, 136.29, 19.74
 00Z 03 09 2017, 0.00, 15.35
 12Z 03 09 2017, 81.04, 18.79
 00Z 04 09 2017, 0.79, 14.91
 12Z 04 09 2017, 47.23, 18.11
 00Z 05 09 2017, 152.23, 20.27
 00Z 06 09 2017, 0.00, 18.09
 00Z 07 09 2017, 16.96, 19.11
 12Z 07 09 2017, 0.00, 18.27
 00Z 08 09 2017, 0.00, 15.83
 12Z 08 09 2017, 0.00, 17.47
 00Z 09 09 2017, 0.00, 16.40
 12Z 09 09 2017, 20.18, 18.51
 12Z 10 09 2017, 103.27, 20.75
 00Z 11 09 2017, 0.00, 19.16
 12Z 11 09 2017, 3.29, 18.00
 00Z 12 09 2017, 0.00, 14.14
 12Z 12 09 2017, 0.00, 10.08
 00Z 13 09 2017, 0.00, 10.70
 12Z 13 09 2017, 0.00, 12.65
 00Z 14 09 2017, 0.00, 12.80
 12Z 14 09 2017, 5.51, 16.90
 00Z 15 09 2017, 0.00, 12.78
 12Z 15 09 2017, 0.00, 13.79
 00Z 16 09 2017, 0.00, 6.78
 12Z 16 09 2017, 0.00, 16.41
 00Z 17 09 2017, 0.00, 14.08
 12Z 17 09 2017, 0.00, 14.08
 00Z 18 09 2017, 0.00, 13.43
 12Z 18 09 2017, 0.00, 18.88
 00Z 19 09 2017, 0.00, 14.19
 12Z 19 09 2017, 0.00, 14.28
 00Z 20 09 2017, 0.00, 9.08
 12Z 20 09 2017, 0.00, 15.24
 00Z 21 09 2017, 0.00, 14.07
 12Z 21 09 2017, 0.00, 12.61
 00Z 22 09 2017, 0.00, 16.72
 12Z 22 09 2017, 0.00, 18.14
 00Z 23 09 2017, 0.00, 19.58
 12Z 28 09 2017, 78.40, 18.03
 00Z 29 09 2017, 0.00, 15.89
 12Z 29 09 2017, 5.68, 15.87
 21Z 29 09 2017, 0.00, 17.70
 00Z 30 09 2017, 0.00, 16.16
 12Z 30 09 2017, 0.00, 12.44
 00Z 01 10 2017, 0.00, 15.40
 12Z 01 10 2017, 0.00, 19.94
 21Z 01 10 2017, 0.00, 17.08
 00Z 02 10 2017 
 12Z 02 10 2017, 0.00, 16.39
 00Z 04 10 2017, 0.00, 15.41
 12Z 04 10 2017, 0.00, 15.15
 21Z 04 10 2017, 0.00, 15.60
 12Z 05 10 2017, 0.00, 10.58
 00Z 06 10 2017, 0.00, 17.36
 12Z 06 10 2017, 0.00, 16.69
 12Z 07 10 2017, 0.00, 13.05
 00Z 08 10 2017, 0.00, 15.84
 12Z 08 10 2017, 0.00, 17.20
 00Z 09 10 2017, 0.00, 15.61
 12Z 09 10 2017, 0.00, 12.71
 00Z 10 10 2017, 0.00, 16.65
 12Z 10 10 2017, 0.00, 14.95
 21Z 10 10 2017, 0.00, 15.45
 00Z 11 10 2017 
